"STATISTIC","Statistic Label","C03514V04244","Electoral Division","TLIST(A1)","Year","UNIT","VALUE"
"IIA10","Median earned income per person working","29006","006 Ardnaree North (Part Urban), Co. Mayo","2016","2016","Euro","17888"
"IIA10","Median earned income per person working","29007","007 Ardnaree South Rural (Part Urban), Co. Mayo","2016","2016","Euro","21341"
"IIA10","Median earned income per person working","29008","008 Attymass East, Co. Mayo","2016","2016","Euro","16344"
"IIA10","Median earned income per person working","29009","009 Attymass West, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29010","010 Ballina Rural (Part Urban), Co. Mayo","2016","2016","Euro","44608"
"IIA10","Median earned income per person working","29011","011 Ballycastle, Co. Mayo","2016","2016","Euro","17951"
"IIA10","Median earned income per person working","29012","012 Ballysakeery, Co. Mayo","2016","2016","Euro","26466"
"IIA10","Median earned income per person working","29013","013 Béal Deirg Mór, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29014","014 Bunaveela, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29015","015 Carrowmore, Co. Mayo","2016","2016","Euro","30280"
"IIA10","Median earned income per person working","29016","016 Crossmolina North, Co. Mayo","2016","2016","Euro","18590"
"IIA10","Median earned income per person working","29017","017 Crossmolina South, Co. Mayo","2016","2016","Euro","29029"
"IIA10","Median earned income per person working","29018","018 Deel, Co. Mayo","2016","2016","Euro","32860"
"IIA10","Median earned income per person working","29019","019 Derry, Co. Mayo","2016","2016","Euro","36852"
"IIA10","Median earned income per person working","29020","020 Fortland, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29021","021 Kilfian East, Co. Mayo","2016","2016","Euro","9715"
"IIA10","Median earned income per person working","29022","022 Kilfian South, Co. Mayo","2016","2016","Euro","6368"
"IIA10","Median earned income per person working","29023","023 Kilfian West, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29024","024 Kilgarvan, Co. Mayo","2016","2016","Euro","17048"
"IIA10","Median earned income per person working","29025","025 Killala, Co. Mayo","2016","2016","Euro","23860"
"IIA10","Median earned income per person working","29026","026 Lackan North, Co. Mayo","2016","2016","Euro","24475"
"IIA10","Median earned income per person working","29027","027 Lackan South, Co. Mayo","2016","2016","Euro","16477"
"IIA10","Median earned income per person working","29028","028 Letterbrick, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29029","029 Mount Falcon, Co. Mayo","2016","2016","Euro","21423"
"IIA10","Median earned income per person working","29030","030 Rathoma, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29031","031 Sallymount, Co. Mayo","2016","2016","Euro","25452"
"IIA10","Median earned income per person working","29032","032 Sraheen, Co. Mayo","2016","2016","Euro","25762"
"IIA10","Median earned income per person working","29033","033 Baile an Chalaidh, Co. Mayo","2016","2016","Euro","31994"
"IIA10","Median earned income per person working","29034","034 Ballinrobe, Co. Mayo","2016","2016","Euro","27099"
"IIA10","Median earned income per person working","29035","035 Baile Óbha, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29036","036 Burriscarra, Co. Mayo","2016","2016","Euro","22603"
"IIA10","Median earned income per person working","29037","037 An Cheapaigh Dhuibh, Co. Mayo","2016","2016","Euro","31000"
"IIA10","Median earned income per person working","29038","038 Cong, Co. Mayo","2016","2016","Euro","26888"
"IIA10","Median earned income per person working","29039","039 Coonard, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29040","040 Dalgan, Co. Mayo","2016","2016","Euro","23156"
"IIA10","Median earned income per person working","29041","041 Hollymount, Co. Mayo","2016","2016","Euro","19390"
"IIA10","Median earned income per person working","29042","042 Houndswood, Co. Mayo","2016","2016","Euro","33330"
"IIA10","Median earned income per person working","29043","043 Kilcommon, Co. Mayo","2016","2016","Euro","17871"
"IIA10","Median earned income per person working","29044","044 Kilmaine, Co. Mayo","2016","2016","Euro","21935"
"IIA10","Median earned income per person working","29045","045 Neale, Co. Mayo","2016","2016","Euro","18328"
"IIA10","Median earned income per person working","29046","046 Newbrook, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29047","047 Abhainn Bhrain, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29048","048 Partraí, Co. Mayo","2016","2016","Euro","21751"
"IIA10","Median earned income per person working","29049","049 Roslee, Co. Mayo","2016","2016","Euro","19530"
"IIA10","Median earned income per person working","29050","050 Shrule, Co. Mayo","2016","2016","Euro","22660"
"IIA10","Median earned income per person working","29051","051 An Geata Mór Thuaidh, Co. Mayo","2016","2016","Euro","22496"
"IIA10","Median earned income per person working","29052","052 An Geata Mór Theas, Co. Mayo","2016","2016","Euro","17657"
"IIA10","Median earned income per person working","29053","053 Bangor, Co. Mayo","2016","2016","Euro","21259"
"IIA10","Median earned income per person working","29054","054 Barr Rúscaí, Co. Mayo","2016","2016","Euro","19122"
"IIA10","Median earned income per person working","29055","055 Béal an Mhuirthead, Co. Mayo","2016","2016","Euro","22696"
"IIA10","Median earned income per person working","29056","056 Gleann na Muaidhe, Co. Mayo","2016","2016","Euro","39217"
"IIA10","Median earned income per person working","29057","057 Gleann Chaisil, Co. Mayo","2016","2016","Euro","33314"
"IIA10","Median earned income per person working","29058065","999 Glenco / Sheskin","2016","2016","Euro",""
"IIA10","Median earned income per person working","29059","059 Guala Mhór, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29060","060 Cnoc an Daimh, Co. Mayo","2016","2016","Euro","11522"
"IIA10","Median earned income per person working","29061","061 Cnoc na Lobhar, Co. Mayo","2016","2016","Euro","54902"
"IIA10","Median earned income per person working","29062","062 Moing na Bó, Co. Mayo","2016","2016","Euro","22502"
"IIA10","Median earned income per person working","29063","063 Na Monga, Co. Mayo","2016","2016","Euro","26452"
"IIA10","Median earned income per person working","29064","064 Cnoc na Ráithe, Co. Mayo","2016","2016","Euro","8621"
"IIA10","Median earned income per person working","29066","066 Addergoole, Co. Mayo","2016","2016","Euro","18654"
"IIA10","Median earned income per person working","29067","067 Balla, Co. Mayo","2016","2016","Euro","19207"
"IIA10","Median earned income per person working","29068","068 Ballinafad, Co. Mayo","2016","2016","Euro","27054"
"IIA10","Median earned income per person working","29069","069 Ballyhean, Co. Mayo","2016","2016","Euro","22611"
"IIA10","Median earned income per person working","29070","070 Ballynagoraher, Co. Mayo","2016","2016","Euro","32733"
"IIA10","Median earned income per person working","29071","071 Bellavary, Co. Mayo","2016","2016","Euro","27652"
"IIA10","Median earned income per person working","29072","072 Breaghwy, Co. Mayo","2016","2016","Euro","21131"
"IIA10","Median earned income per person working","29073","073 Burren, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29074","074 Castlebar Rural (Part Urban), Co. Mayo","2016","2016","Euro","33571"
"IIA10","Median earned income per person working","29075","075 Clogher, Co. Mayo","2016","2016","Euro","18682"
"IIA10","Median earned income per person working","29076","076 Cloonkeen, Co. Mayo","2016","2016","Euro","26472"
"IIA10","Median earned income per person working","29077","077 Croaghmoyle, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29078","078 Killavally, Co. Mayo","2016","2016","Euro","23375"
"IIA10","Median earned income per person working","29079","079 Manulla, Co. Mayo","2016","2016","Euro","20476"
"IIA10","Median earned income per person working","29080","080 Pontoon, Co. Mayo","2016","2016","Euro","36840"
"IIA10","Median earned income per person working","29081","081 Strade, Co. Mayo","2016","2016","Euro","29605"
"IIA10","Median earned income per person working","29082","082 Tamhnaigh na Graí, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29083","083 Turlough, Co. Mayo","2016","2016","Euro","24190"
"IIA10","Median earned income per person working","29084","084 Ballindine, Co. Mayo","2016","2016","Euro","20421"
"IIA10","Median earned income per person working","29085","085 Ballyhaunis, Co. Mayo","2016","2016","Euro","24268"
"IIA10","Median earned income per person working","29086","086 Ballyhowly, Co. Mayo","2016","2016","Euro","31617"
"IIA10","Median earned income per person working","29087","087 Bekan, Co. Mayo","2016","2016","Euro","23431"
"IIA10","Median earned income per person working","29088","088 Caraun, Co. Mayo","2016","2016","Euro","31160"
"IIA10","Median earned income per person working","29089","089 Claremorris, Co. Mayo","2016","2016","Euro","24091"
"IIA10","Median earned income per person working","29090","090 Cloghermore, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29091","091 Course, Co. Mayo","2016","2016","Euro","14077"
"IIA10","Median earned income per person working","29092","092 Crossboyne, Co. Mayo","2016","2016","Euro","31845"
"IIA10","Median earned income per person working","29093","093 Culnacleha, Co. Mayo","2016","2016","Euro","14000"
"IIA10","Median earned income per person working","29094","094 Garrymore, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29095","095 Kilcolman, Co. Mayo","2016","2016","Euro","18139"
"IIA10","Median earned income per person working","29096","096 Kilvine, Co. Mayo","2016","2016","Euro","19728"
"IIA10","Median earned income per person working","29097","097 Knock North, Co. Mayo","2016","2016","Euro","22335"
"IIA10","Median earned income per person working","29098","098 Knock South, Co. Mayo","2016","2016","Euro","17191"
"IIA10","Median earned income per person working","29099","099 Loughanboy, Co. Mayo","2016","2016","Euro","23955"
"IIA10","Median earned income per person working","29100","100 Mayo, Co. Mayo","2016","2016","Euro","23306"
"IIA10","Median earned income per person working","29101","101 Murneen, Co. Mayo","2016","2016","Euro","15307"
"IIA10","Median earned income per person working","29102","102 Tagheen, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29103","103 Aghamore, Co. Mayo","2016","2016","Euro","19109"
"IIA10","Median earned income per person working","29104","104 Ballinamore, Co. Mayo","2016","2016","Euro","24127"
"IIA10","Median earned income per person working","29105","105 Bohola, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29106","106 Brackloon, Co. Mayo","2016","2016","Euro","19564"
"IIA10","Median earned income per person working","29107","107 Callow, Co. Mayo","2016","2016","Euro","30570"
"IIA10","Median earned income per person working","29108","108 Cloonmore, Co. Mayo","2016","2016","Euro","12757"
"IIA10","Median earned income per person working","29109","109 Coolnaha, Co. Mayo","2016","2016","Euro","26759"
"IIA10","Median earned income per person working","29110","110 Cuildoo, Co. Mayo","2016","2016","Euro","32822"
"IIA10","Median earned income per person working","29111","111 Doocastle, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29112","112 Kilbeagh, Co. Mayo","2016","2016","Euro","25414"
"IIA10","Median earned income per person working","29113","113 Kilkelly, Co. Mayo","2016","2016","Euro","29535"
"IIA10","Median earned income per person working","29114","114 Killedan, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29115","115 Kilmovee, Co. Mayo","2016","2016","Euro","15894"
"IIA10","Median earned income per person working","29116","116 Kiltamagh, Co. Mayo","2016","2016","Euro","26487"
"IIA10","Median earned income per person working","29117","117 Meelick, Co. Mayo","2016","2016","Euro","23163"
"IIA10","Median earned income per person working","29118","118 Sonnagh, Co. Mayo","2016","2016","Euro","24536"
"IIA10","Median earned income per person working","29119","119 Swineford, Co. Mayo","2016","2016","Euro","31233"
"IIA10","Median earned income per person working","29120","120 Toocananagh, Co. Mayo","2016","2016","Euro","23463"
"IIA10","Median earned income per person working","29121","121 Toomore, Co. Mayo","2016","2016","Euro","27586"
"IIA10","Median earned income per person working","29122","122 Tumgesh, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29123","123 Urlaur, Co. Mayo","2016","2016","Euro","34112"
"IIA10","Median earned income per person working","29124","124 Acaill, Co. Mayo","2016","2016","Euro","15971"
"IIA10","Median earned income per person working","29125","125 Aghagower North, Co. Mayo","2016","2016","Euro","25101"
"IIA10","Median earned income per person working","29126","126 Aghagower South, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29127","127 Aillemore, Co. Mayo","2016","2016","Euro","11223"
"IIA10","Median earned income per person working","29128","128 Ballycroy North, Co. Mayo","2016","2016","Euro","20789"
"IIA10","Median earned income per person working","29129","129 Ballycroy South, Co. Mayo","2016","2016","Euro","15954"
"IIA10","Median earned income per person working","29131","131 Clare Island, Co. Mayo","2016","2016","Euro","21831"
"IIA10","Median earned income per person working","29132","132 Clogher, Co. Mayo","2016","2016","Euro","28484"
"IIA10","Median earned income per person working","29133","133 An Corrán, Co. Mayo","2016","2016","Euro","36836"
"IIA10","Median earned income per person working","29134","134 Croaghpatrick, Co. Mayo","2016","2016","Euro","13595"
"IIA10","Median earned income per person working","29135","135 Derryloughan, Co. Mayo","2016","2016","Euro","15382"
"IIA10","Median earned income per person working","29136","136 Dumha Éige, Co. Mayo","2016","2016","Euro","24574"
"IIA10","Median earned income per person working","29137","137 Drummin, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29138","138 Emlagh, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29139","139 Erriff, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29140","140 Glenhest, Co. Mayo","2016","2016","Euro","12058"
"IIA10","Median earned income per person working","29141","141 Islandeady, Co. Mayo","2016","2016","Euro","21710"
"IIA10","Median earned income per person working","29142","142 Kilgeever, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29143","143 Kilmaclasser, Co. Mayo","2016","2016","Euro","25268"
"IIA10","Median earned income per person working","29144","144 Kilmeena (Part Urban), Co. Mayo","2016","2016","Euro","23214"
"IIA10","Median earned income per person working","29145","145 Kilsallagh, Co. Mayo","2016","2016","Euro",""
"IIA10","Median earned income per person working","29146","146 Knappagh, Co. Mayo","2016","2016","Euro","19094"
"IIA10","Median earned income per person working","29147","147 Louisburgh, Co. Mayo","2016","2016","Euro","25072"
"IIA10","Median earned income per person working","29148","148 Newport East, Co. Mayo","2016","2016","Euro","23570"
"IIA10","Median earned income per person working","29149","149 Newport West, Co. Mayo","2016","2016","Euro","17527"
"IIA10","Median earned income per person working","29150130","999 Owennadornaun / Bundorragha","2016","2016","Euro","22262"
"IIA10","Median earned income per person working","29151","151 Slievemahanagh, Co. Mayo","2016","2016","Euro","20758"
"IIA10","Median earned income per person working","29152","152 Slievemore, Co. Mayo","2016","2016","Euro","11831"
"IIA10","Median earned income per person working","29153","153 Srahmore, Co. Mayo","2016","2016","Euro","42972"
"IIA10","Median earned income per person working","29154","154 Westport Rural, Co. Mayo","2016","2016","Euro","25349"
"IIA10","Median earned income per person working","30001","001 Athlone West Rural, Co. Roscommon","2016","2016","Euro","37621"
"IIA10","Median earned income per person working","30002","002 Ballydangan, Co. Roscommon","2016","2016","Euro","27830"
"IIA10","Median earned income per person working","30003","003 Ballynamona, Co. Roscommon","2016","2016","Euro","20378"
"IIA10","Median earned income per person working","30004","004 Caltragh, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30005","005 Carnagh, Co. Roscommon","2016","2016","Euro","31573"
"IIA10","Median earned income per person working","30006","006 Carrowreagh, Co. Roscommon","2016","2016","Euro","23780"
"IIA10","Median earned income per person working","30007","007 Castlesampson, Co. Roscommon","2016","2016","Euro","28165"
"IIA10","Median earned income per person working","30008","008 Cloonburren, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30009","009 Cloonown, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30010","010 Crannagh, Co. Roscommon","2016","2016","Euro","36950"
"IIA10","Median earned income per person working","30011","011 Creagh, Co. Roscommon","2016","2016","Euro","25571"
"IIA10","Median earned income per person working","30012","012 Culliagh, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30013","013 Drumlosh, Co. Roscommon","2016","2016","Euro","21200"
"IIA10","Median earned income per person working","30014","014 Dysart, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30015","015 Kilcar, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30016","016 Kiltoom, Co. Roscommon","2016","2016","Euro","18909"
"IIA10","Median earned income per person working","30017","017 Lecarrow, Co. Roscommon","2016","2016","Euro","17297"
"IIA10","Median earned income per person working","30018","018 Moore, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30019","019 Rockhill, Co. Roscommon","2016","2016","Euro","13788"
"IIA10","Median earned income per person working","30020","020 Taghboy, Co. Roscommon","2016","2016","Euro","17459"
"IIA10","Median earned income per person working","30021","021 Taghmaconnell, Co. Roscommon","2016","2016","Euro","44572"
"IIA10","Median earned income per person working","30022","022 Thomastown, Co. Roscommon","2016","2016","Euro","15445"
"IIA10","Median earned income per person working","30023","023 Turrock, Co. Roscommon","2016","2016","Euro","7630"
"IIA10","Median earned income per person working","30024","024 Aghafin, Co. Roscommon","2016","2016","Euro","30450"
"IIA10","Median earned income per person working","30026","026 Aughrim East, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30027","027 Aughrim West, Co. Roscommon","2016","2016","Euro","14700"
"IIA10","Median earned income per person working","30028","028 Ballyfarnan, Co. Roscommon","2016","2016","Euro","30353"
"IIA10","Median earned income per person working","30029","029 Ballyfermoyle, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30030","030 Boyle Rural, Co. Roscommon","2016","2016","Euro","21829"
"IIA10","Median earned income per person working","30031","031 Boyle Urban, Co. Roscommon","2016","2016","Euro","26835"
"IIA10","Median earned income per person working","30032","032 Breedoge, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30033","033 Cloonteen, Co. Roscommon","2016","2016","Euro","29619"
"IIA10","Median earned income per person working","30034","034 Creeve, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30035","035 Croghan, Co. Roscommon","2016","2016","Euro","13636"
"IIA10","Median earned income per person working","30036","036 Crossna, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30037","037 Danesfort, Co. Roscommon","2016","2016","Euro","20491"
"IIA10","Median earned income per person working","30038","038 Estersnow, Co. Roscommon","2016","2016","Euro","22498"
"IIA10","Median earned income per person working","30039","039 Keadew, Co. Roscommon","2016","2016","Euro","24368"
"IIA10","Median earned income per person working","30040","040 Kilbryan, Co. Roscommon","2016","2016","Euro","26935"
"IIA10","Median earned income per person working","30041","041 Kilcolagh, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30042","042 Killukin, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30043","043 Killummod, Co. Roscommon","2016","2016","Euro","10161"
"IIA10","Median earned income per person working","30044","044 Kilmacumsy, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30045","045 Kilmore, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30046048","999 Lisgarve / Mantua","2016","2016","Euro","20548"
"IIA10","Median earned income per person working","30047025","999 Lough Allen / Altagowlan","2016","2016","Euro","26760"
"IIA10","Median earned income per person working","30049","049 Oakport, Co. Roscommon","2016","2016","Euro","18418"
"IIA10","Median earned income per person working","30050","050 Rockingham, Co. Roscommon","2016","2016","Euro","19741"
"IIA10","Median earned income per person working","30051","051 Rushfield, Co. Roscommon","2016","2016","Euro","16944"
"IIA10","Median earned income per person working","30052","052 Tivannagh, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30053","053 Tumna North, Co. Roscommon","2016","2016","Euro","18389"
"IIA10","Median earned income per person working","30054","054 Tumna South, Co. Roscommon","2016","2016","Euro","38146"
"IIA10","Median earned income per person working","30055","055 Artagh North, Co. Roscommon","2016","2016","Euro","24714"
"IIA10","Median earned income per person working","30056","056 Artagh South, Co. Roscommon","2016","2016","Euro","23657"
"IIA10","Median earned income per person working","30057","057 Ballaghaderreen, Co. Roscommon","2016","2016","Euro","26125"
"IIA10","Median earned income per person working","30058","058 Ballinlough, Co. Roscommon","2016","2016","Euro","27692"
"IIA10","Median earned income per person working","30059","059 Ballintober, Co. Roscommon","2016","2016","Euro","26942"
"IIA10","Median earned income per person working","30060","060 Baslick, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30061","061 Bellanagare, Co. Roscommon","2016","2016","Euro","22726"
"IIA10","Median earned income per person working","30062","062 Buckill, Co. Roscommon","2016","2016","Euro","21437"
"IIA10","Median earned income per person working","30063","063 Carrowduff, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30064","064 Castleplunket, Co. Roscommon","2016","2016","Euro","39788"
"IIA10","Median earned income per person working","30065","065 Castlereagh, Co. Roscommon","2016","2016","Euro","30597"
"IIA10","Median earned income per person working","30066","066 Castleteheen, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30067","067 Cloonfower, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30068","068 Coolougher, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30069","069 Edmondstown, Co. Roscommon","2016","2016","Euro","11439"
"IIA10","Median earned income per person working","30070","070 Fairymount, Co. Roscommon","2016","2016","Euro","20765"
"IIA10","Median earned income per person working","30071","071 Frenchpark, Co. Roscommon","2016","2016","Euro","18906"
"IIA10","Median earned income per person working","30072","072 Kiltullagh, Co. Roscommon","2016","2016","Euro","24510"
"IIA10","Median earned income per person working","30073","073 Loughglinn, Co. Roscommon","2016","2016","Euro","22555"
"IIA10","Median earned income per person working","30074","074 Annaghmore, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30075","075 Athleague East, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30076","076 Athleague West, Co. Roscommon","2016","2016","Euro","26266"
"IIA10","Median earned income per person working","30077","077 Ballygarden, Co. Roscommon","2016","2016","Euro","26258"
"IIA10","Median earned income per person working","30078","078 Bumlin, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30079","079 Cams, Co. Roscommon","2016","2016","Euro","23189"
"IIA10","Median earned income per person working","30080","080 Cloonfinlough, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30081","081 Cloontuskert, Co. Roscommon","2016","2016","Euro","19945"
"IIA10","Median earned income per person working","30082","082 Cloonygormican, Co. Roscommon","2016","2016","Euro","16521"
"IIA10","Median earned income per person working","30083","083 Cloonyquin, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30084","084 Creeve, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30085","085 Cregga, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30086","086 Drumdaff, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30087","087 Dunamon, Co. Roscommon","2016","2016","Euro","31473"
"IIA10","Median earned income per person working","30088","088 Elia, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30089","089 Elphin, Co. Roscommon","2016","2016","Euro","23297"
"IIA10","Median earned income per person working","30090","090 Fuerty, Co. Roscommon","2016","2016","Euro","21249"
"IIA10","Median earned income per person working","30091","091 Kilbride North, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30092","092 Kilbride South, Co. Roscommon","2016","2016","Euro","18913"
"IIA10","Median earned income per person working","30093","093 Kilgefin, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30094","094 Kilglass North, Co. Roscommon","2016","2016","Euro","23182"
"IIA10","Median earned income per person working","30095","095 Kilglass South, Co. Roscommon","2016","2016","Euro","43664"
"IIA10","Median earned income per person working","30096","096 Killavackan, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30097","097 Killukin, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30098","098 Kilteevan, Co. Roscommon","2016","2016","Euro","37474"
"IIA10","Median earned income per person working","30099","099 Lackan, Co. Roscommon","2016","2016","Euro","36930"
"IIA10","Median earned income per person working","30100","100 Lismaha, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30101","101 Lissonuffy, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30102","102 Mote, Co. Roscommon","2016","2016","Euro","26859"
"IIA10","Median earned income per person working","30103","103 Ogulla, Co. Roscommon","2016","2016","Euro","20539"
"IIA10","Median earned income per person working","30104","104 Roosky, Co. Roscommon","2016","2016","Euro","22742"
"IIA10","Median earned income per person working","30105","105 Roscommon Rural, Co. Roscommon","2016","2016","Euro","32685"
"IIA10","Median earned income per person working","30106","106 Roscommon Urban, Co. Roscommon","2016","2016","Euro","28875"
"IIA10","Median earned income per person working","30107","107 Rosmoylan, Co. Roscommon","2016","2016","Euro","21152"
"IIA10","Median earned income per person working","30108","108 Rossmore, Co. Roscommon","2016","2016","Euro",""
"IIA10","Median earned income per person working","30109","109 Scregg, Co. Roscommon","2016","2016","Euro","33559"
"IIA10","Median earned income per person working","30110","110 Strokestown, Co. Roscommon","2016","2016","Euro","27360"
"IIA10","Median earned income per person working","30111","111 Termonbarry, Co. Roscommon","2016","2016","Euro","17800"
"IIA10","Median earned income per person working","30112","112 Tulsk, Co. Roscommon","2016","2016","Euro","16186"
"IIA10","Median earned income per person working","31001","001 Sligo East, Co. Sligo","2016","2016","Euro","27826"
"IIA10","Median earned income per person working","31002","002 Sligo North, Co. Sligo","2016","2016","Euro","37105"
"IIA10","Median earned income per person working","31003","003 Sligo West, Co. Sligo","2016","2016","Euro","32680"
"IIA10","Median earned income per person working","31004","004 Aghanagh, Co. Sligo","2016","2016","Euro","33104"
"IIA10","Median earned income per person working","31005","005 Ballynashee, Co. Sligo","2016","2016","Euro","29729"
"IIA10","Median earned income per person working","31006","006 Coolavin, Co. Sligo","2016","2016","Euro","19908"
"IIA10","Median earned income per person working","31007","007 Cuilmore, Co. Sligo","2016","2016","Euro","20120"
"IIA10","Median earned income per person working","31008","008 Drumrat, Co. Sligo","2016","2016","Euro","27745"
"IIA10","Median earned income per person working","31009","009 Kilfree, Co. Sligo","2016","2016","Euro","16260"
"IIA10","Median earned income per person working","31010","010 Killadoon, Co. Sligo","2016","2016","Euro",""
"IIA10","Median earned income per person working","31011","011 Killaraght, Co. Sligo","2016","2016","Euro","38445"
"IIA10","Median earned income per person working","31012","012 Kilmactranny, Co. Sligo","2016","2016","Euro","15280"
"IIA10","Median earned income per person working","31013","013 Kilshalvy, Co. Sligo","2016","2016","Euro",""
"IIA10","Median earned income per person working","31014","014 Shancough, Co. Sligo","2016","2016","Euro",""
"IIA10","Median earned income per person working","31015","015 Templevanny, Co. Sligo","2016","2016","Euro","26583"
"IIA10","Median earned income per person working","31016","016 Toomour, Co. Sligo","2016","2016","Euro",""
"IIA10","Median earned income per person working","31017","017 Aughris, Co. Sligo","2016","2016","Euro","16945"
"IIA10","Median earned income per person working","31018","018 Buncrowey, Co. Sligo","2016","2016","Euro","17685"
"IIA10","Median earned income per person working","31019","019 Castleconor East, Co. Sligo","2016","2016","Euro",""
"IIA10","Median earned income per person working","31020","020 Castleconor West, Co. Sligo","2016","2016","Euro","18138"
"IIA10","Median earned income per person working","31021","021 Dromard East, Co. Sligo","2016","2016","Euro",""
"IIA10","Median earned income per person working","31022","022 Dromard West, Co. Sligo","2016","2016","Euro",""
"IIA10","Median earned income per person working","31023","023 Dromore, Co. Sligo","2016","2016","Euro","18369"
"IIA10","Median earned income per person working","31024","024 Easky East, Co. Sligo","2016","2016","Euro","37558"
"IIA10","Median earned income per person working","31025","025 Easky West, Co. Sligo","2016","2016","Euro","11065"
"IIA10","Median earned income per person working","31026","026 Kilglass, Co. Sligo","2016","2016","Euro","20584"
"IIA10","Median earned income per person working","31028","028 Rathmacurkey, Co. Sligo","2016","2016","Euro","20654"
"IIA10","Median earned income per person working","31029","029 Skreen, Co. Sligo","2016","2016","Euro",""
"IIA10","Median earned income per person working","31030","030 Templeboy North, Co. Sligo","2016","2016","Euro",""
